#SLY4        n_B [fm^{-3}]  rho [g/cm^3]   p [dyn/cm^2]
#99
 0.700000000000000E+00    0.134955576420888E+16    0.292550000000000E+36
 0.750000000000000E+00    0.147162403308094E+16    0.357020000000000E+36
 0.800000000000000E+00    0.159879230195300E+16    0.429810000000000E+36
 0.850000000000000E+00    0.173136057082507E+16    0.511290000000000E+36
 0.900000000000000E+00    0.186952883969713E+16    0.601830000000000E+36
 0.950000000000000E+00    0.201359710856919E+16    0.701760000000000E+36
 0.100000000000000E+01    0.216376537744125E+16    0.811390000000000E+36
 0.105000000000000E+01    0.232033364631332E+16    0.931010000000000E+36
 0.110000000000000E+01    0.248350191518538E+16    0.106090000000000E+37
 0.115000000000000E+01    0.265347018405744E+16    0.120130000000000E+37
 0.120000000000000E+01    0.283053845292950E+16    0.135240000000000E+37
 0.125000000000000E+01    0.301480672180157E+16    0.151440000000000E+37
 0.130000000000000E+01    0.320657499067363E+16    0.168760000000000E+37
 0.135000000000000E+01    0.340594325954569E+16    0.187200000000000E+37
 0.140000000000000E+01    0.361321152841776E+16    0.206790000000000E+37
 0.145000000000000E+01    0.382847979728982E+16    0.227540000000000E+37
 0.150000000000000E+01    0.405194806616188E+16    0.249470000000000E+37
 0.155000000000000E+01    0.428371633503394E+16    0.272580000000000E+37
